"Rating","Date","Title","Content","Reviewer","Verified","Brand Response"
"5","08/03/2025","tapis très pratique","très pratique et résistant pour supporter rameur","RAPHAEL, France","Yes","No response"
"5","08/03/2025","super","super","Adam, Poland","Yes","No response"
"5","08/03/2025","parfait","parfait pour proteger le carrelage, j ai mis mon tapis de course à pied dessus","Celine, France","Yes","No response"
"5","07/03/2025","Tapis utile","Tapis utile sous un vélo d’appartement Amorti bien le poids du vélo pour protéger le sol Ne glisse pas, tient bien en place","Caroline, France","Yes","No response"
"5","03/03/2025","Idealna do bieżni","Całkiem dobrze redukuje hałas, odporna na wgniecenia od sprzętu.","Grzegorz, Poland","Yes","No response"
"5","03/03/2025","ok","dobra mata, nie jest wcale gruba więc dobrze wygląda, ale za to nie jest miękka i dobrze chroni podloze","Tomasz, Poland","Yes","No response"
"5","01/03/2025","N/A","","中国客户, China","Yes","No response"
"5","28/02/2025","dobrze wykonane","sprawdza się , jest wytrzymała, nie kruszy się","Mariusz, Poland","Yes","No response"
"5","27/02/2025","Ideal for domyos run500","Does exactly as it says. Provides nice grippy surface and quietens down the treadmill. Very happy customer","Andrew, United Kingdom","Yes","No response"
"5","25/02/2025","Bon","C'est ce que je cherchais pour y mettre mon stepper. Ne glisse pas, empêche d'abimer le sol.","Paul, France","Yes","No response"
"5","25/02/2025","N/A","","中国客户, China","Yes","No response"
"5","24/02/2025","Prático","Já é a minha segunda compra para completar o ginásio. Muito prático e boa relação qualidade preço.","Carolina, Portugal","Yes","No response"
"5","21/02/2025","Très utile","Acheté avec un tapis de course pour mettre en dessous. Pas convaincus à l’achat, nous l’avons vite été dès les premiers usages!!! Véritable protection pour le sol, se range facilement. À acheter impérativement avec le tapis de course!","maxime, France","Yes","No response"
"5","21/02/2025","tapis","impec pour mon home trainer","Lesage, France","Yes","No response"
"4","18/02/2025","convient bien sous un appareil rameur","bon produit","Jean-Yves, France","Yes","No response"
"5","18/02/2025","dobry produkt w dobrej cenie.","produkt idealnie nadaje się pod bieżnie i wioslarza że względu na swoją wielkość, miękkość i amortyzację. polecam.","Agnieszka, Poland","Yes","No response"
"5","18/02/2025","bardzo dobra mata","mata duża, stabilna, nie przesuwa się, choć cena mogłaby być niższa.","Iwona, Poland","Yes","No response"
"5","18/02/2025","N/A","ดีมาก","ธนพนธ์, Thailand","Yes","No response"
"5","17/02/2025","Très bien","Tapis pour mettre sous vélo d'appartement, protège le sol et atténue le bruit.","Célia, France","Yes","No response"
"5","16/02/2025","N/A","","中国客户, China","Yes","No response"
"5","15/02/2025","Le confort de la…","Le confort de la selle est à revoir.","Claudine, France","Yes","No response"
"5","13/02/2025","Absolutny niezbędnik do roweru stacjonarnego","Mata umożliwiająca prawidłowe wypoziomowanie rowerka stacjonarnego, a także amortyzująca wibracje. Idealnie pasuje pod wymiar rowerków.","Rafał, Poland","Yes","No response"
"5","13/02/2025","N/A","Bien content du tapis de protection, pas encore de plaintes des voisins même après usage tôt le matin. Bonne protection des sols.","Hubert, Switzerland","Yes","No response"
"5","12/02/2025","N/A","Wanted to go in for interlocking mat till I heard about it,sturdy,almost double the size of yoga mat,non slippery well cushioned...satisfied totally.","satwinder pal, India","Yes","No response"
"5","11/02/2025","Hiç ses geçirmiyor","Bubu aldığımdan beri alt komşumdan hiç şikayet gelmedi. üstümde atlıyorum zıplıyorum ve tüm kardiyo aletlerimi de üstüne koydum. 1 tane yetmedi 3 tane aldım. Mat kullanmayı bıraktım bu sayede.","Canan, Türkiye","Yes","No response"
"5","11/02/2025","5+","Świetna mata pod rower, gruba, stabilna , wyguszająca.Polecam","Kamila, Poland","Yes","No response"
"5","11/02/2025","Tapis pour vélo","Sa taille correspond parfaitement à mon vélo d'appartement. Il m'a l'air de bien protéger le sol malgré le poids de la machine. Pour un tapis de protection, il n'est pas trop laid.","Camille, France","Yes","No response"
"5","11/02/2025","N/A","Praktická podložka pod stroj","Martina, Czechia","Yes","No response"
"5","09/02/2025","Top","Top","Marie, France","Yes","No response"
"5","08/02/2025","Sport Matte","Super gut für Sportgeräte unter den Boden","Monica, Switzerland","Yes","No response"
"5","08/02/2025","Szuper","Gyaloglópad alá vettem, hogy a parkettát védje, meg az alattunk lakót ne zavarja a hang. Szerintem tökéletes termék.","Gabriella, Hungary","Yes","No response"
"5","07/02/2025","Je me demande même…","Je me demande même si je vais en découper un aux dimensions de mon lave linge","Fabienne, France","Yes","No response"
"5","07/02/2025","N/A","","中国客户, China","Yes","No response"
"5","07/02/2025","Mata na parkiet.","Idealna mata w moim przypadku pod stacjonarny rower, nie przesuwa się podczas jazdy rowerem, chroni parkiet również przed potem podczas treningu. Jak dla, mnie rewelacja.","Marek, Poland","Yes","No response"
"5","07/02/2025","Polecam","Solidna mata","Hubert, Poland","Yes","No response"
"5","06/02/2025","Parfait","Au top","Nathalie, Switzerland","Yes","No response"
"5","06/02/2025","Sehr gute Matte","Macht genau, was sie soll","Kathrin, Austria","Yes","No response"
"4","05/02/2025","Le seul problème c'est…","Le seul problème c'est qu'il a une odeur pestilentielle. A ne pas mettre dans une pièce sans aération.","Philippe, France","Yes","No response"
"5","04/02/2025","TRES BIEN","TRES BIEN","Robert, France","Yes","No response"
"5","04/02/2025","N/A","Ottimo","GAETANO, Italy","Yes","No response"
"5","04/02/2025","Excellent produit","Produit excellent pour un prix défiant toute concurrence ! Je l’ai acheté pour mon home traîner (c’est le même que le Van Rysel mais en rupture au moment de mon achat). C’est un très bon tapis qui absorbe bien les vibrations et qui reste fin et facile à nettoyer. À ce prix, aucune raison de se tourner vers d’autres marques.","Charlotte, France","Yes","No response"
"5","03/02/2025","Bien pratique","Tapis qui remplit sa fonction parfaitement","Hermine, France","Yes","No response"
"5","02/02/2025","Bom","Bom","Antonio, Portugal","Yes","No response"
"5","31/01/2025","Dobra mata","Polecam matę pod rowerek stacjonarny. Nic się nie przesuwa wszystko trzyma na swoim miejscu.","Artur, Poland","Yes","No response"
"5","31/01/2025","Acheté pour protéger le…","Acheté pour protéger le sol et amortir en dessous d'un tapis de course. Ça ne fait qu'un mois que je l'utilise et ne peux pas donner d'avis sur l'évolution dans le temps. Mais pour le moment, il remplit très bien sa fonction, n'est pas trop lourd donc facile à rouler et pas trop volumineux (se glisse roulé sous un lit)","Amandine, France","Yes","No response"
"5","30/01/2025","mata do roweru eliptycznego","Miałem obawy czy nie będzie za mała, ale Pani z obsługi Decathlona w Lublinie (Czechów) mimo 30 minut do zamknięcia sklepu wystawiła na środek rower eliptyczny Domyos 500 E-connected (taki jaki kupiłem tydzień wcześniej) żeby przymierzyć matę. Polecam równie gorąco matę jak i jakość obsługi w Lublin Czechów przy al. Spółdzielczości Pracy 26.","Ireneusz, Poland","Yes","No response"
"4","29/01/2025","Utilisation : vélo en…","Utilisation : vélo en salle","Patricia, France","Yes","No response"
"5","28/01/2025","Conforme au descriptif","Bon rapport qualité prix","Elodie, Belgium","Yes","No response"
"5","28/01/2025","Szőnyeg","Tökéletes","Ág, Hungary","Yes","No response"
"5","27/01/2025","Perfect","Great for my treadmill","Simone, Switzerland","Yes","No response"
"5","27/01/2025","N/A","Stabilní protiskluzová podložka, která tlumí otřesy i při intenzivním cvičení. Díky podložce jsme si nezničili plovoucí podlahu. :-)","Pavel, Czechia","Yes","No response"
"5","27/01/2025","Buena compra","Recomendable para evitar golpes en el suelo de las pesas.","ANABEL, Spain","Yes","No response"
"5","27/01/2025","N/A","I recently purchased the mat and I couldn’t be happier! The build quality is excellent. They’re perfect for my home workouts. Delivery was quick, and the product came well-packaged. I highly recommend these for anyone looking to upgrade their fitness gear!","Jacklyn, Malaysia","Yes","No response"
"4","26/01/2025","Tapete","Muito bom.","Ana C. Alexandre Rodrigues, Portugal","Yes","No response"
"5","26/01/2025","Atténue parfaitement le bruit…","Atténue parfaitement le bruit , je suis satisfaite par le produit","Aurelie, France","Yes","No response"
"5","22/01/2025","Rien de particulier, le…","Rien de particulier, le tapis est utilisé pour mettre un vélo d'appartement. L vélo ne bouge pas grâce au tapis","Bayot, France","Yes","No response"
"5","21/01/2025","Tapis protection vélo appart","Pratique !","Antoine, France","Yes","No response"
"5","21/01/2025","Nickel !","Nickel !","Sébastien, France","Yes","No response"
"4","18/01/2025","À voir dans le temps","Peu epais par rapport au poids de la machine, on voit bien les traces creusées par les appuis dès la 1ère utilisation et très cher pour l'utilité. En revanche, ça fait le travail pour l'instant","Stephanie, France","Yes","No response"
"5","17/01/2025","Je l ai mis…","Je l ai mis sous mon velo d appartement pour ne pas abîmer mon parquet. Il fait le job. Bon rapport qualité prix.","Véronique, France","Yes","No response"
"5","17/01/2025","Mata ochronna na sprzęt fitness Domyos M OK","Bardzo dobry stosunek jakości do ceny, wystarczające wymiary na rower stacjonarny.","Tomasz, Poland","Yes","No response"
"4","15/01/2025","İyi bir ürün","fiyat performans oranı iyi bir ürün","camcı, Türkiye","Yes","No response"
"5","14/01/2025","N/A","Articolo perfetto, attutisce i rumori del mio tapis roulant e la tenuta è ottima sul pavimento, prodotto consigliato","Massimo, Italy","Yes","No response"
"5","14/01/2025","N/A","Ho acquistato questo tappetino protettivo per posizionarlo sotto il mio tapis roulant, e dopo diverse settimane di utilizzo posso confermare che è un prodotto valido.  Il tappetino è realizzato in un materiale spesso e resistente, perfetto per sopportare il peso del tapis roulant senza deformarsi. La superficie antiscivolo garantisce un’ottima aderenza sia al pavimento che al tapis roulant, evitando spostamenti durante l’utilizzo.","Lina, Italy","Yes","No response"
"5","14/01/2025","valami csúcs","Futópad alá vettem, de annyira teszik, hogy ezen edzek a szőnyegünk helyett. Veszek majd még egyet a :-) Nagyon jól tapad, és nem kőkemény, így a térdemnek is jó. Kissé drága, de mivel hasonló méretben nem kapni pl. tornaszőnyeget, ami elég széles is, így inkább beruházok rá.","Treszné Gombár, Hungary","Yes","Kedves Treszné Gombár!  Köszönjük szépen, hogy időt szakítottál arra, hogy megosztottad tapasztalataidat a termékkel kapcsolatban. Örömmel vettük tudomásul, hogy az általad vásárolt termék kielégíti az igényeidet.  Sportos üdvözlettel:  Bulejsza Judit Országos Open Voice Moderátor"
"5","14/01/2025","Mata pod bieżnię","W warunkach domowych jest ok","Monika , Poland","Yes","No response"
"5","14/01/2025",".",".","Juan, Switzerland","Yes","No response"
"5","14/01/2025","N/A","It is worth buying and I would strongly recommend to buy this product to keep the Fitness Equipment sturdy while doing the exercises.","Rajajayakaran, India","Yes","No response"
"5","13/01/2025","Fiable","Perfecto","Joel, Spain","Yes","No response"
"5","13/01/2025","boa qualidade-preço!","Impede a máquina de remo de se deslocar com o uso e protege o chão :) costumo deixar alguns halteres em cima do mesmo também (os que não têm proteção de borracha à volta) porque me riscavam o chão com o uso.","Joana, Portugal","Yes","No response"
"5","13/01/2025","mata","polecam, świetny produkt amortyzuje drgania przy treningu i nie rysuje się podłoga","Ala, Poland","Yes","No response"
"5","12/01/2025","fajna pod bieżnię","fajna pod bieżnię","Wael, Poland","Yes","No response"
"5","12/01/2025","luksusowy produkt","spoko mata wygłuszająca podbieżnie","Grzegorz, Poland","Yes","No response"
"5","10/01/2025","Stabilité excellente","Satisfaite !","Isabelle, Belgium","Yes","No response"
"5","09/01/2025","N/A","Good product","Ho, Malaysia","Yes","Dear Ho,  Thank you for your kind words and for your loyalty towards Decathlon Nu Empire.  We are thrilled to hear that you had a positive experience with us. At Decathlon, we are committed to continuous improvement, and your feedback is valuable to us. Satisfying our customers is our top priority. Your loyalty to Decathlon is highly appreciated. Please let us know if there anything else we can improve in the future.  Thank you for choosing Decathlon, and we look forward to serving you again soon!  Akhila  Customer Service Team"
"4","08/01/2025","Matte","Passt unter den Trainer","Anna, Switzerland","Yes","No response"
"4","06/01/2025","Tapis de sol protecteur","Bon produit …!aspect visuel un peu trop « plastique »","Francois, Switzerland","Yes","No response"
"5","06/01/2025","Super article","Pratique pour mettre sous vos appareils de sport ici utilisé sous un vélo et un appareil à abdos","Lise, Belgium","Yes","No response"
"5","06/01/2025","Très bon produit","Un peu cher mais très bien niveau dimension/épaisseur/amorti","Quentin, France","Yes","No response"
"5","05/01/2025","Complète parfaitement le tapis roulant","Très content de ce tapis de protection, qui joue bien son rôle avec un tapis roulant RUN500 par dessus.","victor, France","Yes","No response"
"5","03/01/2025","Protection du sol","Satisfait du tapis de protection","Claude, Belgium","Yes","No response"
"5","01/01/2025","N/A","Perfetto posizionato sotto al tapis roulant.","Alessandro, Italy","Yes","No response"
