"Rating","Date","Title","Content","Reviewer","Verified","Brand Response"
"5","02/12/2024","Very Durable","Very surprised it has held up so well over 3 years! No signs of rusting despite multiple camping trips and being out in rain. And the stool storage is very convenient.","W, Ireland","Yes","No response"
"5","02/12/2024","N/A","","中国客户, China","Yes","No response"
"5","01/12/2024","N/A","很喜欢 很期待","中国客户, China","Yes","No response"
"5","01/12/2024","N/A","","中国客户, China","Yes","No response"
"5","23/11/2024","N/A","","中国客户, China","Yes","No response"
"5","21/11/2024","Super pratique ! Je…","Super pratique ! Je recommande +++","Aurore, France","Yes","No response"
"5","03/11/2024","Table de camping","Table très pratique. On peut régler la hauteur. Très facile de rangement avec les siège à l'intérieur.","Pauline, France","Yes","No response"
"5","01/11/2024","N/A","","中国客户, China","Yes","No response"
"5","26/10/2024","N/A","Preso in più colori, materiale molto buono, vestibilità comoda, asciugatura rapida. Lo consiglio sicuramente, anche per il prezzo abbordabile.","Filippo, Italy","Yes","No response"
"5","22/10/2024","N/A","Good product and easy to use","Mrutyunjay, India","Yes","No response"
"5","21/10/2024","N/A","Ottimo prodotto","Giuseppe, Italy","Yes","No response"
"4","19/10/2024","Compact et légere","Ce kit de chaises et table pliage pour camping ou jardin est très simple a l emploi et facile a monter . Légère se range parfaitement dans le coffre .","THACH, France","Yes","No response"
"5","19/10/2024","Très pratique avec les…","Très pratique avec les tabourets qui ce range dans la table. Super pour le camping.","Fred, France","Yes","No response"
"5","16/10/2024","N/A","","中国客户, China","Yes","No response"
"5","14/10/2024","N/A","","中国客户, China","Yes","No response"
"4","11/10/2024","Bon produit","Un peut lourd! Tabouret non réglable du coup pas utile,ou trop haut pour ta taille basse de la table. Très satisfaite du côté compact quand repliée et de la solidité une fois monté","Marie, Réunion","Yes","Bonjour Marie,   La satisfaction notre clientèle au quotidien est notre priorité. Je suis donc très contente de lire que vous êtes très satisfaite de votre achat.  Je vous remercie pour votre achat et votre visite en magasin.   Je comprends néanmoins que le fait que tabouret ne soit pas réglable puisse poser problème, je vais transmettre cette information au service qualité afin d'amélioré les prochaines collections.    Je vous souhaite une très bonne journée, Sportivement,  Wendie"
"5","08/10/2024","N/A","不错好用，就是稍微有点重","中国客户, China","Yes","No response"
"5","07/10/2024","N/A","Prodotto compatto, leggero e versatile. Consigliatissimo, soprattutto se acquistato in sconto.","Angelo , Italy","Yes","No response"
"5","05/10/2024","Très facile à monter…","Très facile à monter ; compact et facilement transportable ; look résolument moderne; grande place; rapport qualité-prix : très bon ... Très bel achat. A recommander !!","Yves, France","Yes","No response"
"5","03/10/2024","très pratique et tient…","très pratique et tient peu d'espace","Nadine, France","Yes","No response"
"5","01/10/2024","N/A","","中国客户, China","Yes","No response"
"5","01/10/2024","N/A","非常实用，质量好，值得拥有","中国客户, China","Yes","No response"
"4","25/09/2024","Stolik kempingowy","Zdał egzamin na krótkich wyjazdach pod namiot. Dość solidny. Polecam.","Łukasz, Poland","Yes","No response"
"5","22/09/2024","todo en uno","fácil de transportar, el hecho de tener las sillas en el interior y ni tener k llevarlas por separado es muy cómodo. tamaño compacto cabe en cualquier sitio, la usamos en las salidas con autocaravana y es un acierto total.","NATALIA CYNTHIA, Spain","Yes","No response"
"5","20/09/2024","N/A","","中国客户, China","Yes","No response"
"4","17/09/2024","Pratique","Pratique mais assises peu confortables","Sophie, France","Yes","No response"
"5","17/09/2024","N/A","","中国客户, China","Yes","No response"
"5","16/09/2024","N/A","好用。方便","中国客户, China","Yes","No response"
"5","09/09/2024","Table + 04 Tabourets","Excellent","Issame, Morocco","Yes","Merci pour votre avis positif ! Nous sommes ravis que vous soyez très satisfait de votre achat. Votre recommandation nous fait vraiment plaisir. N'hésitez pas à revenir vers nous si vous avez besoin de quoi que ce soit. À bientôt   Najlae"
"5","05/09/2024","Table de camping","Très pratique","julien, France","Yes","No response"
"5","03/09/2024","N/A","Compact Easy to carry","Carmen, Canada","Yes","No response"
"5","03/09/2024","N/A","","中国客户, China","Yes","No response"
"5","30/08/2024","Répond parfaitement à nos…","Répond parfaitement à nos attentes S’il y une petite chose à dire peut-être agrandir le largeur des sieges pour un peu plus de confort","ilhem, France","Yes","No response"
"4","30/08/2024","Bon produit","Bon produit","Florian, France","Yes","No response"
"5","29/08/2024","N/A","Good price and very usable.","Anonymous Author, Canada","Yes","No response"
"5","28/08/2024","zadowolony klient","przeżył już z nami parę biwakow I sprawdza się świetnie!  kompaktowy, krzesełka chowane do środka. wystarcza dla 4 osób z komfortem 😄","magdalena, Poland","Yes","No response"
"5","28/08/2024","N/A","","中国客户, China","Yes","No response"
"5","28/08/2024","Perfetto","perfetto per il campeggio, non troppo stabile però","mattia, Italy","Yes","No response"
"5","27/08/2024","POLECAM!","wygodny, łatwy w rozłożeniu i złożeniu. Dobrze wykonany. w 4 osoby spokojnie mieścilismy sie podczas jedzenia czy wspólnych aktywności przy stole:) Niezbędnik na kempingu czy w ogrodzie.","Karolina, Poland","Yes","No response"
"5","26/08/2024","F bun","Practica, usoara","Elena, Romania","Yes","No response"
"5","25/08/2024","Ottimo","Ottimo tavolino con sedie sempre al seguito utilizzato in campeggio. Consigliato!!!","Marta, Italy","Yes","No response"
"5","25/08/2024","N/A","","中国客户, China","Yes","No response"
"5","24/08/2024","Pratique, peu encombrant","Pratique, peu encombrant","Patrick, France","Yes","Bonjour Patrick,  Merci pour ce chaleureux avis ! Nous sommes heureux que cette table de camping vous convienne par sa praticité et son faible encombrement.  Au plaisir de vous revoir dans notre magasin Decathlon !  Sportivement.  Carla Service Client"
"5","23/08/2024","Je recommande","Excellent rapport qualité prix, compact, Bonne taille pour 4 personnes, léger","Eric, France","Yes","No response"
"5","21/08/2024","N/A","","中国客户, China","Yes","No response"
"5","21/08/2024","bon produit peut-être un…","bon produit peut-être un peu lourd et un peu invombrant assise des tabourets un peu sommaire","Guy, France","Yes","No response"
"5","20/08/2024","N/A","màu sắc đẹp, thuận tiện cho gia đình khi đi picnic- gấp lại rất gọn","Ngân, Vietnam","Yes","No response"
"5","19/08/2024","Buena mesa para el momento.","Son ligeras pero no extra resistentes. Así que son muy buenas para lo que son.","Gustavo, Spain","Yes","No response"
"5","18/08/2024","Simples","Simples e prática esta mesa, com os bancos incorporados e com duas opções de altura o seu aproveitamento e bastante bom para várias vertentes.","Miguel Augusto Bessa, Portugal","Yes","No response"
"5","17/08/2024","N/A","","中国客户, China","Yes","No response"
"2","16/08/2024","Décevant","Après 2/3 utilisations l’an dernier en caravane nous avons réutilisé cette table parfaite a priori mais…3 semaines en van auront eu raison de l’idée que je me faisais du produit : marque vite, fissure facilement se raye au moindre contact. C’est extrêmement rare mais je dois reconnaître que je suis déçu de ce produit Decathlon :(","Jérémy, France","Yes","Bonjour Jérémy, Merci beaucoup pour votre retour. Nous sommes désolés d'apprendre que votre expérience avec cette table n'a pas été à la hauteur de vos attentes, surtout après seulement quelques utilisations. Il est très rare que nos produits rencontrent ces problèmes, et nous comprenons parfaitement votre déception. Si possible, pourriez-vous nous envoyer des photos des marques, fissures ou rayures constatées sur la table ? Cela nous aidera à mieux comprendre la situation et à améliorer la qualité de nos produits. Encore merci pour votre fidélité et votre avis constructif. Nous restons à votre disposition pour toute question ou besoin d'assistance supplémentaire. Passez une belle journée.  Attila L. Assistant Chef de Produit - Quechua Tentes familiales, Couchage, Mobilier, Equipement du camp... Decathlon Passy (74) - Mountain Store"
"5","15/08/2024","Kempingasztal","Szuper készlet, praktikus részletekkel, állíthatósággal, nagyon jól teljesített. Hátránya hogy a család 5 személyes vettünk volna hozzá plusz széket de az nem kapható.","Viola, Hungary","Yes","No response"
"5","14/08/2024","presque parfait 😁","la table bonne qualité en générale,par contre les siège inconfortable,5 a 10 cm d ouverture serait un confort car de corpulence normal les barres dans les fesses","Jimmy, France","Yes","No response"
"5","13/08/2024","Utlisé lors des sortie…","Utlisé lors des sortie en van,prend pas de place dans le véhicule et rapide à installer.","Jean-Baptiste, France","Yes","No response"
"5","12/08/2024","très bon produit","génial utilisé 3 semaines au mois de juillet bonne stabilité tabourets confortables et facile à transporter tiens peu de place","Patrick, France","Yes","No response"
"5","12/08/2024","N/A","❤️","Anna, Italy","Yes","No response"
"5","11/08/2024","Compacité excellente.","Compacité excellente.","Maurice, France","Yes","No response"
"5","08/08/2024","Nous sommes ravis de…","Nous sommes ravis de cet achat","Nathalie, France","Yes","No response"
"5","07/08/2024","Produit très pratique, bien…","Produit très pratique, bien fini, construction propre, facile a ranger dans coffre de véhicule, a transporter à la main. quatre sièges pliants incorporés dans la table pliée.","Bernard, France","Yes","No response"
"5","06/08/2024","Parfait pour un usage…","Parfait pour un usage camping cariste","Philippe, France","Yes","No response"
"3","06/08/2024","đánh giá về chiếc bàn","không được chắc chắn cho lắm, bàn vận chuyển về bị xước hết ở các góc.","Việt, Vietnam","Yes","No response"
"5","05/08/2024","polecam","stół uzywany podczas wyjazdu, sprawdził się idealnie dla 4 osobowej rodziny","Małgorzata, Poland","Yes","No response"
"5","04/08/2024","Mesa camping","Calidad/precio está muy bien. Es práctica, cómoda y fácil de montar y desmontar.","MARÍA TERESA, Spain","Yes","No response"
"5","04/08/2024","N/A","👍👍👍👍👍👍👍👍👍👍🎣🎣🎣🎣🎣","Ivan, Bulgaria","Yes","No response"
"5","03/08/2024","uwaga przy składaniu","generalnie ok. ale uwaga przy składaniu! źle składany może spowodować, że krzesełka przebiją blat! same krzesełka mało wygodne. drugi raz brałbym wersję bez krzesełek jak macie inne fotele","Łukasz, Poland","Yes","No response"
"5","01/08/2024","Lielisk galdiņš","Paldies ļoti apmierināts ar galdu ļoti ērti paņemt līdzi un tie krēsli kas paslēpti iekšā perfekti super.","Andris, Latvia","Yes","No response"
"3","01/08/2024","Mesa pouco resistente","Mesa compacta e com arrumação boa dos 4 bancos, porém sem qualquer razão aparente apareceu uma fissura num dos tampos.","Carlos, Portugal","Yes","No response"
"5","31/07/2024","Ensemble table et tabourets…","Ensemble table et tabourets idéal pour le bivouac. Ne prend pas de place et facile à transporter","Jean-Louis, France","Yes","No response"
"1","31/07/2024","N/A","Il prodotto é arrivato imballato con una semplice pellicola trasparente e presenta segni di utilizzo come se fosse ""da esposizione""","Ivan, Italy","Yes","No response"
"5","30/07/2024","Très bon produit","Ras","Bruna, France","Yes","No response"
"5","30/07/2024","N/A","Židle nemají opěrátka, takže nejsou úplně nejpohodlnější, ale to je vlastnost a daň za skladnost","Ondřej, Czechia","Yes","No response"
"5","30/07/2024","Stoł kempingowy","Fajny stol z 4 krzeselkami minimum jakie trzeba mieć na kempingu można usisc i cos normalnie zjesc.;)","Izabela, Poland","Yes","No response"
"2","30/07/2024","Table de camping ne supportant pas l'humidité !!","J'ai acheté cette table pour partir en camping. Je la rentre le soir mais j'ai vu que le plateau avait gondolé ( sans doute avec la rosée du soir). Pour passer le pied de parasol car il n'y a pas d'emplacement prévu, j'ai percé le plateau à la scie cloche et j'ai vu que le plateau est en carton !! Je comprends mieux pourquoi elle gondole. Pour moi ça ne vaut pas 60 €.","Thomas, France","Yes","Bonjour Thomas, Je suis désolé d'apprendre que vous avez rencontré des problèmes avec votre table de camping. Merci d'avoir partagé votre expérience avec nous. Les plateaux de cette table sont fabriqués en MDF (et non en ""carton""), un matériau composite de fibres de bois à densité moyenne. Le MDF est réputé pour sa résistance aux variations de température et à l'humidité, contrairement au bois massif, qui peut se déformer. Cependant, une fois perforé, comme vous l'avez fait pour passer le pied de parasol, l'étanchéité peut être compromise, permettant à l'humidité de pénétrer et de provoquer des déformations. Nous prenons vos commentaires très au sérieux et apprécions votre retour, qui nous aide à améliorer nos produits. Merci pour votre compréhension et votre confiance en nos produits.  Attila L. Assistant Chef de Produit - Quechua Tentes familiales, Couchage, Mobilier, Equipement du camp... Decathlon Passy (74) - Mountain Store"
"5","30/07/2024","Foarte mulțumita","Produsul este ușor de transportat, calitate foarte buna.","mihaela, Romania","Yes","No response"
"5","29/07/2024","N/A","Belle table ajustable pour enfants","Francis, Canada","Yes","Bonjour Francis,   Merci beaucoup pour votre retour sur notre produit  Très content que vous appréciez nos produits  Passez une excellente journée   Pierre  Leader Service Client Quebec  #decathlonsaintefoy"
"5","29/07/2024","Polecam","Polecam bardzo","Jakub, Poland","Yes","No response"
"5","29/07/2024","N/A","Foarte rezistentă.","Violeta, Romania","Yes","No response"
"5","29/07/2024","Tres pratique avec les…","Tres pratique avec les tabourets qui se rangent a l’interieur. Gain de place. Et transport facile avec les poignées.","Clarisse, France","Yes","No response"
"5","28/07/2024","Super table je recommande","Je recommande facile à transporter","yannis, France","Yes","No response"
"5","28/07/2024","Table parfaite, un peu…","Table parfaite, un peu lourde. Très pratique pour la famille et balade printemps/été.","Lorena, France","Yes","No response"
"5","26/07/2024","Perfecta para un día en el campo","El artículo es perfecto para pasar una tarde en el campo con amigos o familia. Es super cómoda y muy útil.","Celeste, Spain","Yes","No response"
"4","24/07/2024","Bonne petite table, pratique,…","Bonne petite table, pratique, peu encombrante. Les tabourets offrent une assise un peu juste.","Jean-Luc, France","Yes","No response"
"4","24/07/2024","Très bien","Très bien","Laurent, France","Yes","No response"
"4","23/07/2024","Table de camping pratique…","Table de camping pratique avec une mise en œuvre relativement facile. A voir dans le temps","Serge, France","Yes","No response"
"4","23/07/2024","Ottimo per il campeggio, ma occhio al peso","Set acquistato per il camper e, per il mio utilizzo è perfetto ma, va considerato che il kit è abbastanza pesante. Il tavolo ha una buona stabilità mentre le sedioline sono quelle classiche da camping... Ad ogni modo, considerando che è un kit completo, mi sento sicuramente di consigliarlo","Stefano, Italy","Yes","No response"
"5","23/07/2024","Buena calidad y precio.","Buena calidad y precio.","francisco manuel, Spain","Yes","No response"
